text,score,label
apk bagus wajib download gratis gb terimakasih banyak kalo bulan depan beri saya uninstall,3,positif
mantap,1,positif
bantu sekali,1,positif
bagus bagus,2,positif
sinyal bagus wilayah mana,1,positif
aplikasi sangat bagus,1,positif
suka banget sama telkomsel,1,positif
mantap bosss rekom segera download mytelkomsel murahhhhhhh banget loh,1,positif
no provider,0,positif
cok,0,positif
terima kasih kouta gratis,3,positif
its verry goodsaya sangat suka,1,positif
sangat bantu mantap jiwa,2,positif
greattt,0,positif
woy telkontol kasih atur kendali pulsa pulsa gua sedot terus asu,0,positif
keren,1,positif
mantap,1,positif
bagus,1,positif
yyyuyuuuuuu,0,positif
bagus,1,positif
good,0,positif
bagus,1,positif
dulu saya mebggunakan aplikasu my telkomselsaya selalu kesylitan mmendapat kan pajet internet lian nya sangat mahal,0,positif
sangat puas,0,positif
apk sangat bagus,1,positif
mantap pokok nya,1,positif
mudah,1,positif
mantap,1,positif
efektif,1,positif
bagus,1,positif
mantap,1,positif
oke,0,positif
mantap,1,positif
moga amanah,1,positif
jaring nya bagus bgttpi dong harga nya kurang dikit,0,positif
akhir puas pakai my telkomsel,0,positif
mantap,1,positif
jos,0,positif
baik,1,positif
promonya lumayan cuma sinyal stabil kadang hilang sendiri semua area,0,positif
bagus,1,positif
aplikasi bagus,1,positif
cukup puas pakai telkomsel oke,0,positif
mantul,0,positif
aplikasi bagus,1,positif
my telkomsel mantap banyak bunus promo paket nya,2,positif
banyak pilih banyak promo tawar cepat enggak lama jauh sih suka moga lebih kembang depan,4,positif
minta dong paket sms gratis,1,positif
mantap,1,positif
sip banget telkomsel mah,0,positif
sangat bantu,1,positif
telkomsel,0,positif
nice,0,positif
bagus,1,positif
baik,1,positif
useful,0,positif
keren,1,positif
sangat bantu,1,positif
saja,0,positif
oke banget,0,positif
mantap,1,positif
technology canggih,1,positif
mantap banget,1,positif
pernah asih bintang haha my telkomsel ku blokir,0,positif
mantap,1,positif
good,0,positif
sangat bagus,1,positif
oke kabeh pokoke,0,positif
mudah,1,positif
sangat mudah muas,1,positif
buat lama sangat bagus,0,positif
good job,0,positif
puassss,0,positif
telkomsel lancar jaya walaupun lebih mahal pada provider,0,positif
aplikasi mantap,1,positif
bagus,1,positif
oke banget jaring banyak paket murah,1,positif
sangat baik,1,positif
banget,0,positif
sangat bantu,1,positif
baru coba moga bagus bermangaat,1,positif
mantab,1,positif
terima kasih,2,positif
baik,1,positif
good,0,positif
promo enggak,0,positif
mantab,1,positif
my telkomsel is the best,0,positif
sangat bagus sekali saya,1,positif
good,0,positif
terima kasih,2,positif
lancar jaya,0,positif
sangat muas,0,positif
banyak pilih fitur harga jangkau,2,positif
tarik sekli,0,positif
mantap,1,positif
bantu,1,positif
sangat fungsi murah,0,positif
keren,1,positif
cukup bantu,1,positif
bagus,1,positif
mantap,1,positif
sangat baik,1,positif
sangat mudah,1,positif
keren aplikasi,1,positif
great,0,positif
bagus,1,positif
baik,1,positif
bagus,1,positif
bagus sekali,1,positif
good,0,positif
terimakasih banyak telkomsel tidak uras sisa pulsa sesuai janji kasih bintang bila pulsa saya kuras saya turun bintang nya,4,positif
mudah mudah menang undi amin,3,positif
bagus,1,positif
sangat muas,0,positif
mudah mudah benar,3,positif
telkomsel jozz,0,positif
good,0,positif
mantap my tolkem,1,positif
good,0,positif
sangat bagus,1,positif
sangat baik,1,positif
terus tingkat,0,positif
sangat bantu,1,positif
cukup bantu,1,positif
good aps,0,positif
top,1,positif
bagus,1,positif
sangat bagus,1,positif
luar biasa telkomselsayang enggak pernah hadiah wkwkwkw tetap okmantap,1,positif
mantap,1,positif
jos follow ig ku saktiromadlon,0,positif
harga rupa,0,positif
mantap,1,positif
sinyal cepat,1,positif
aplikasi mytelkomsel oke lah,0,positif
moga,0,positif
bagus tapih kurang erti,0,positif
good,0,positif
bagus,1,positif
mnttap,0,positif
keren,1,positif
mahal doang bikin apk buat langgan lelet loading mulu udahlh pilih paket internet nyekek leher hadeh,0,positif
baik jaring nya jangan sering lot,1,positif
mantap,1,positif
josssssss baaaangeeeet,0,positif
sangat baik,1,positif
baik,1,positif
sangat puas,0,positif
layan cepat mantap,2,positif
sangat puas,0,positif
jozz,0,positif
bagus,1,positif
mantap,1,positif
my telkomsel mantap,1,positif
sangat baik layan,1,positif
bagus,1,positif
telkomsel braxo terus maju,1,positif
sangat baik,1,positif
sangat puas menggunakn telkomsel bayak undi di sedia telkomsel,0,positif
mantap,1,positif
suka,1,positif
sangat bantu,1,positif
wah hebat banget my telkomsel kalo datang baru paket gb kalo beli paket murah murah banget,2,positif
sinyal benerin deh doang,0,positif
top,1,positif
bintang bicara,1,positif
mantap,1,positif
bagus,1,positif
mantap,1,positif
best,0,positif
oke,0,positif
sangat bantu,1,positif
mau telkomsel memang baik,1,positif
apri,0,positif
makin mantap,0,positif
hbd telkomsel,0,positif
lebih murah,0,positif
bagus,1,positif
telkomsel baik,1,positif
bintang wakil komens,1,positif
oke,0,positif
baik,1,positif
informasi bila paket internet murah,0,positif
good,0,positif
assalamualaik mau tanya my telkomsel enggak lowong kerja,1,positif
bagus banget,1,positif
moga makin lebih baik,0,positif
dedi parmadi,0,positif
good job,0,positif
mantap,1,positif
puas banget,0,positif
suka aplikasi dapat untuk laku yang kita laku,1,positif
good dog,0,positif
bagus,1,positif
bagus,1,positif
mantap my telkomsel,1,positif
moga promo kuota murah,0,positif
puas,0,positif
lot kalo pakai game mobile legend nelpon wa selalu hubung,0,positif
masyaallah sangat mudah,1,positif
sangat bagus,1,positif
mantap,1,positif
bagus aplikasi,1,positif
mantappppp,0,positif
terimakasih,0,positif
buat mudah lansia,1,positif
aplikasih nya bagus,1,positif
alpikasinya cuma erroh sistem sibuk pas coba kok enggak bisa kasih bintang baik,2,positif
baik,1,positif
biar bintang jawab,1,positif
telkomsel banget,0,positif
mantab,1,positif
sangat bantu,1,positif
mantap geratisan ges,1,positif
buat telkomsel tingkat dong kualitas jaring overall bagus di jaring lebih bagus,2,positif
turunin harga paket telkomsel sekal,0,positif
lebih cepat buka aplikasi apa,1,positif
tingkat signal jaring,0,positif
nnn,0,positif
telkomsel mantap,1,positif
cepat proses,1,positif
terima kasih,2,positif
telkomsel keren,1,positif
terima kasih kouta gratis nya,3,positif
sangat baik,1,positif
lebih murah dong kuota,0,positif
bagus aplikasi lengkap informasi,0,positif
banget,0,positif
apk nya bagus,1,positif
mantap app nya,1,positif
baik,1,positif
sip,0,positif
aplikasi mudah beli kuota simpati sekaligus cek pulsa data,2,positif
mantap,1,positif
nice,0,positif
tanya pakde jokowi banh,0,positif
sangat bantu beli kuota internet,1,positif
bagus,1,positif
mantap lah banyak bonus nya min,3,positif
sangat bantu,1,positif
jaring poll,0,positif
mantap bos,1,positif
sukaaaaaaaaaaahhhhhhh,0,positif
sangat bagus,1,positif
bagus aplikasi yhh,1,positif
semangat terus telkomsel,1,positif
mantap,1,positif
baik,1,positif
puas,0,positif
senang aplikasi my telkomselkarena udi hadiah dengan tukar koin pulsa,2,positif
caramati,0,positif
jaring kadang suka down,1,positif
good,0,positif
i like,0,positif
puas,0,positif
gege,0,positif
oke banget,0,positif
sangat murah,0,positif
puaassss,0,positif
mytelkomsel muantaaaap,0,positif
good,0,positif
kirim poin dulu sekarang belum satu dapat hadiah,1,positif
kasih bintang deh moga depan layan makin bagus,2,positif
alhmdllh sangat bantu,1,positif
baik,1,positif
trimakasih telkomsel gratis nya alhamdulillah moga lancar usaha nya dasar mah enggak punya paket sekarat banget sekali trimakasih banyak telkomsel,3,positif
mempermudahn butuh,0,positif
toopp,0,positif
selalu pilih telkomsel sinyal stabil,2,positif
puas,0,positif
apk guna,0,positif
mantap,1,positif
sering kuota gratis,1,positif
bagus,1,positif
hebat pulsa hilang sendiri,0,positif
sangat bantu banyak promo,2,positif
bagus,1,positif
sangat bagus,1,positif
sangat muas mungkin lebih banyak promo murah nya,0,positif
bagus sekali aplikasi,1,positif
nice pokok nya the best my telkomsel,0,positif
sangat bantu,1,positif
bagus,1,positif
bagus,1,positif
mantap,1,positif
hebat,1,positif
bagus,1,positif
bagus,1,positif
you are the best,0,positif
mantaps,0,positif
terima kasih telkomsel,2,positif
saat isi pulsa data seluler hidup pulsa potong data seluler hidup,2,positif
sangat,0,positif
wow lambreta,1,positif
baik,1,positif
top,1,positif
keren,1,positif
mantap,1,positif
alhamdulillah aku brio,1,positif
biar bintang bicara,1,positif
mantap,1,positif
good job,0,positif
good aplikasi tolong harga kuota internet jangan dinaikin yang unlimited gb cukup ribu,0,positif
mantap,1,positif
keren,1,positif
bagus apknya,1,positif
bagus my telkom bantu lihat paket pulsa,2,positif
cepat jaring sosial media my telkomsel mantap,3,positif
my telkomsel is the best,0,positif
kerendpt kuota gratis gb,1,positif
aplikasi my telkomsel is the best forever,0,positif
joooozzzzz,0,positif
bagus,1,positif
bagus sekali aplikasi sangat bantu,2,positif
apk nya bagus,1,positif
mantap,1,positif
jaring nya buruk mohon baik lebih baik tarif qouta kasih diskon dong bang jangan diskon nya,2,positif
sangat puas,0,positif
lebih baik,1,positif
semua jadi mudah,1,positif
bagus banget gua enggak kata kata,0,positif
mantap,1,positif
sangat manfaat,1,positif
mantap,1,positif
aplikasi bagus sangat bantu kualitas sinyal mantap my telkomsel the beast saran cuman satu moga harga paket nya lebih murah lebih banyak,4,positif
mantap,1,positif
sangat baik,1,positif
mantap,1,positif
biar bintang nilai,1,positif
mantap,1,positif
bantu sekali,1,positif
sangat di andal sangat saran apk my telkomsel,1,positif
sangat manfaat sekarang beli pakai gopay dana,1,positif
rtop,0,positif
lumayan,1,positif
bagus,1,positif
sangat puas,0,positif
bagus,1,positif
lancar,0,positif
sangat baik sekali,1,positif
mantap,1,positif
nice,0,positif
nice,0,positif
mantap,1,positif
waow hadiah,1,positif
bagus sekali,1,positif
lumayan brguna,1,positif
mantap jiwa,1,positif
bagus,1,positif
besr,0,positif
sangat bantu,1,positif
layan bagus,1,positif
good,0,positif
sangat bsgus,0,positif
sangat bantu,1,positif
bagus,1,positif
kasih paket harga murah murah,1,positif
great tambah promo nya dong biar pro,1,positif
oke,0,positif
my telkomsel sangat bagus,1,positif
my telkomsel easier my activity,0,positif
bagus,1,positif
sangat manfaat,1,positif
puasss banget,0,positif
muas,0,positif
good,0,positif
stars for you,0,positif
luar biyasa,0,positif
sering kuota min,0,positif
bagus,1,positif
mantul,0,positif
lumayan,1,positif
baik,1,positif
mantap,1,positif
sangat murah paket nya pilih paket agam jenis,1,positif
bagus,1,positif
great,0,positif
bagus,1,positif
coba,0,positif
nice,0,positif
terimah banyak,1,positif
good,0,positif
mantap buaaaaaangettttttt,1,positif
josss,0,positif
sangat fasilitas,0,positif
puas,0,positif
bantu,1,positif
mantap,1,positif
baik,1,positif
jangkau segala penjuru,0,positif
baguus,0,positif
okey,0,positif
bagus,1,positif
mantap,1,positif
mantap banget fitur baru ditelkomseludh banyak promo tarik banyak cashbacknya jugasuka banget,3,positif
good,0,positif
sangat baik,1,positif
sangat bantu,1,positif
oke,0,positif
siiiip,0,positif
sangat bagus,1,positif
mantap,1,positif
keren,1,positif
mudah,1,positif
oky nice,0,positif
aplikasi bagus wajib download,1,positif
mantanp,0,positif
paket murah riah,0,positif
jaring enggak,0,positif
good,0,positif
tingkat kwalitas sama kuantitas,0,positif
enggak,0,positif
sangat bagus,1,positif
bagus,1,positif
sangat muas,0,positif
banyak bilang paket mahal kalau kita dikmpung lumayan murah enggak jaring terima kasih banget sama telkomsel mau menjagkau ke kampung plosok,4,positif
mantap,1,positif
mantap,1,positif
sangat bantu pilih paket,2,positif
baik bagus,2,positif
bagus,1,positif
sangat baik,1,positif
bagus,1,positif
is the best,0,positif
bagus,1,positif
mantap,1,positif
alhamdulillah banyak promo,2,positif
sangat muas,0,positif
mantap apps dan beli paket nya murah,1,positif
sangat bagus,1,positif
telkomsel jaring baik,1,positif
banyak gratis nya,2,positif
aku suka aplisi,1,positif
apk sangat,0,positif
aplikasi bagus,1,positif
mantap,1,positif
terima kasih kuota gratis nya admin cantik ganteng,5,positif
baik banget banyak promo,2,positif
sangat bantu,1,positif
mantap sekali dpet kuota gb cuma,0,positif
paket murah,0,positif
good,0,positif
terimakasih mytelkomsen,0,positif
best aplication,0,positif
good job,0,positif
sangat bantu sangat baik,2,positif
muantap jaring luass,0,positif
pakai telcom sell setia,0,positif
oke,0,positif
terimakasih telkomsel,0,positif
sangat baik,1,positif
mantap,1,positif
telkomsel,0,positif
lumayan,1,positif
good job,0,positif
mantap,1,positif
banyak untung my tekomsel,2,positif
sangat bagus impormasi tidak aku tau mytelkomsel,0,positif
harga paket internet di murah harga,0,positif
enggak,0,positif
sangat muas,0,positif
trismaksush indosat,0,positif
bagus,1,positif
aplikasi nya sangat bantu aku sayang sekali harga paket pulsa nya sesuai harap sekali aplikasi sangat bantu aku,4,positif
rancak,0,positif
kiyak,0,positif
mantap,1,positif
biar akun hilang sayang tetap semangat hayuuk,2,positif
mantab,1,positif
mantap sangat puas,1,positif
puasss terima kasih telkomsel,2,positif
keren,1,positif
bagus,1,positif
sangat bagus sekali payananana sangat murah,1,positif
mantap,1,positif
sugoii,0,positif
fungsi,0,positif
mantap,1,positif
good,0,positif
xl sisa kuota lokal xtra combo lite kurang mbak tetap nikmat aplikasi favorit xtra unlimited turbo batas kuota cepat,3,positif
sangat puas,0,positif
sangat cocok sekarang,1,positif
suka suka,2,positif
tingkat promonya,0,positif
mantap,1,positif
mantap my telkomsel,1,positif
good,0,positif
sinyal lebih kuat pada lain kuota data jangkau banget terima kasih telkomsel sukses selalu,3,positif
nc,0,positif
bagus,1,positif
mantap,1,positif
cepat percaya,2,positif
oke,0,positif
baik saran hot promo nya harga murah,1,positif
baik,1,positif
oke,0,positif
good,0,positif
bagus sekali,1,positif
pakai my telkomsel enak mudah cepat tinggal buka aplikasi sudah lihat berapa sisa kuota pulsa pokok instal my telkomsel wajib deh buru banyak promo my telkomsel kasih promo murah guyss,5,positif
sangat bantu bagai driver ojol,1,positif
mantap,1,positif
i love you telkomsel,0,positif
bagus sekali aplikasi,1,positif
sangat bagus,1,positif
lmyn bagus,1,positif
aplikasi sangat bantu,1,positif
banyak promo,1,positif
nyaman billahih,1,positif
muas,0,positif
mantap,1,positif
sangat bagus aplikasi,1,positif
juara lah telkomsel mah,1,positif
sangat muas,0,positif
sangat bantu aplikasi,1,positif
good,0,positif
alhamdulilahh,0,positif
the best,0,positif
terimakasih sangat batu,0,positif
mntap aplikasi sangat mmbantu,0,positif
telkomsel dulu sekarang terus tetap,1,positif
bagus,1,positif
rasa bantu signalnya beda yang thanks telkomsel,1,positif
muas,0,positif
baik,1,positif
hmmm bagus banget apk nya,1,positif
terimakasih,0,positif
senang,1,positif
lancar lebih cepat proses transaksi,1,positif
sinyal nya jossssss,0,positif
mantap aplikasi luarbiasa beli pulsa paket data jadi murah,1,positif
baik sekali,1,positif
waaahuuuuuu bangatttttt,0,positif
mantab,1,positif
akhir akhir kulitas jaring telkomsel buruk buat main game ngelag mulu kalo ujann dulu mah aman aman lancarrr,1,positif
bagus,1,positif
aplikasi bagus sangat,1,positif
baik,1,positif
oke,0,positif
joss klam kuota gratis,1,positif
aplokasi nya bagus banget,1,positif
mantap,1,positif
irit banget,1,positif
baguus,0,positif
mudah cari imformasi paket data,1,positif
my telkomsel the best,0,positif
sangat bagus,1,positif
very good,0,positif
bagus,1,positif
layan nya bagus,1,positif
mantap,1,positif
terimakasih my telkomsel,0,positif
aplikasi lebih simple mudah,1,positif
bagus,1,positif
mudah akses beli paket internet pulsa,1,positif
aplikasi sangat bantu,1,positif
sangat baik guna,1,positif
terimakasih my telkomsel,0,positif
beli sini diskon,0,positif
bagus,1,positif
sangat bagus,1,positif
sangat bantu mudah akses,2,positif
fix teknisi minta up date wkwk keamananl emah banget,0,positif
percaya my telkomsel usaha baik aman sukses terus my telkomsel,4,positif
jos gandos pokoke telkomsel,0,positif
baik,1,positif
keren,1,positif
josst,0,positif
mantap,1,positif
bagusbange,0,positif
lancar jaya,0,positif
tingkat,0,positif
murahin ya paket,0,positif
aku sangat bangga,1,positif
mudah transaksi guna telkomsel the bast pokok,1,positif
hati puas,1,positif
mytelkomsel mantap,1,positif
puas,0,positif
good,0,positif
good,0,positif
mntapp,0,positif
pribadi,0,positif
bagus sekali,1,positif
bagus,1,positif
bagus,1,positif
baru coba,0,positif
kapan mana dan tempat daerah terpenci selalu buat tak putus komunikasi sama keluargatelkomseljagonyajaringan,0,positif
bagus lah,1,positif
mantap,1,positif
good,0,positif
sangat bantu sekali,1,positif
mantap bagus sekali my telkomsel,2,positif
anak dajjal,0,positif
sngat suka,1,positif
terima kasih atas bantu aplikasi buat lebih enak oke,4,positif
mantaappp,0,positif
bagus,1,positif
mantap,1,positif
aplikasi bagus tarik,1,positif
banyak promo paket internet,1,positif
moga berkah,0,positif
lancar,0,positif
sangat bantu,1,positif
bagussemoga menang,1,positif
moga makin cepat jaring makin percaya,0,positif
lebih murah paket nya,0,positif
mantap layan nya,1,positif
beli rating aplikasi pulsa paket,0,positif
bagus,1,positif
alhamdullah,0,positif
batu sekali apk nya,0,positif
keren,1,positif
keren,1,positif
aplikasi cukup bagus,1,positif
sangat bagus,1,positif
mudahhematmantap,0,positif
kalau baik sintal,1,positif
mau coba,0,positif
my telkomsel hebat,1,positif
sangat puas denga telkomsel bonus gilaalove you telkomsel,1,positif
sangat cocok,1,positif
sangat baik,1,positif
sangat senang punya aplikasi sangat bantu,2,positif
aplikasi bagustapi kalo tambah dong fitur tukar poin tukar voucher bonus diamond nya,1,positif
terima kasih gratisanya,2,positif
bagossss,0,positif
simpleok,0,positif
sangat bantu aplikasi,1,positif
mudah cepat,2,positif
good job,0,positif
bagus,1,positif
bagus lebih cepat,2,positif
kasih turun harga paket,0,positif
telkomsel pancen oye,0,positif
mantap memang nukar poin hadiah nyata,2,positif
sangat bantu aplikasi mytelkomsel inisukses terus mytelkomsel,1,positif
keeen,0,positif
aplikasi nya keren,1,positif
mantap,1,positif
sangat puas,0,positif
sangat bangga telkomsel ada apl my telkomsel jadi lebih mudah beli paket internet banyak pilih terimakasi my telkomsel moga makin sukses depa,4,positif
bagus manfaat,2,positif
keren banyak promo nya trimakasih my telkomsel,2,positif
aplikasi bagus,1,positif
keren,1,positif
updates,0,positif
aplikasi bantu sekali,1,positif
apk mantap bagus sekali,2,positif
baik,1,positif
mantap suka apk beli paket pembayarannx bisa pakai dana lain pokoknx sukses terus mytelkomsel,4,positif
sangat muas kan,0,positif
mana daftar menang,1,positif
aqbaru mau coba langsung aku kasih bintang limamoga kecewa,1,positif
keren,1,positif
sangat baik,1,positif
mantap bos,1,positif
aku,0,positif
aplikasi sangat memuadhkan untuk beli paket trimakasi karena aplikasi saya jadi lebih muadh beli pakettapi satuhal saya suka kadang tiba tiba keluar sendir lalu pulsa di beli tiba tiba hilang moga depan lebih bagus trimakasih,0,positif
good,0,positif
mantap,1,positif
moga sukses selalu jaya telkomsel,1,positif
keren,1,positif
bagus seeeeeeekkkkkkkkkkllllllllllliiiiiiiiiiiii,1,positif
aplikasi nya sangat bagus,1,positif
sangat suka,1,positif
puas layan sangat muas,0,positif
jaring lancar,0,positif
jos,0,positif
mohon kasih murah,1,positif
jangan ganggu woi telkomsel baik jaring nya biar cepat stabil cepat speed download nya mbps jangan ganggu jaring internet baik biar stabil bagaimana sih telkomsel luas doang sinyal jaring internet stabil lot coba baik jaring internet nya stabil mbps mantap gue kasih bintang lima kalau jaring internet nya stabil kalau turunin nih bintang nya,13,positif
oc,0,positif
murah,0,positif
bagus sekali,1,positif
bagus,1,positif
lebih murah untuk harga paket,0,positif
baik,1,positif
mantap,1,positif
enggak paham,0,positif
puas,0,positif
mantap jiwa,1,positif
bagus,1,positif
telkomsel memang siiippp,0,positif
syakilaardana,0,positif
mantap,1,positif
bagus banget,1,positif
keren,1,positif
bagus banget,1,positif
sangat bagus,1,positif
harga paket nya turunin,0,positif
baik,1,positif
yaudah,0,positif
mantap,1,positif
good job,0,positif
oke,0,positif
selalu baik,1,positif
bagus,1,positif
topp,0,positif
baik,1,positif
lebih mudah ecek pls gratis beli paket enggak usah jauhsemua sedia mytelkomselsuka pokokx aplikasix,2,positif
sangat bagus,1,positif
sangat sekali,0,positif
aplikasi yan bagus,1,positif
mantaf,0,positif
baik,1,positif
mantap,1,positif
puas,0,positif
good,0,positif
good,0,positif
ez,0,positif
baik,1,positif
buru donlod koin gratis tukar apa,1,positif
my telkomsel sangat bantu dalam ber transaksi beli paket,1,positif
bagus,1,positif
tiga satu kosong tiga,0,positif
mantap kasih promo dong,2,positif
lebih lot,0,positif
bagus tahan,0,positif
mantap,1,positif
bagus,1,positif
sangat senang beli paket murah riah,1,positif
aplikasi baik,1,positif
nice,0,positif
mantap,1,positif
bagus kali,1,positif
aplikasi nya bagus,1,positif
murahin paket nya dong bos,0,positif
bagus,1,positif
mantap gan,1,positif
bagus,1,positif
baik bagus,2,positif
sangat sempurna,1,positif
telkomsel memang paling ganteng deh,1,positif
amazing telkomsel,0,positif
mantap,1,positif
bagus,1,positif
nice,0,positif
keren rugi enggak download,0,positif
aku,0,positif
top,1,positif
puas,0,positif
good,0,positif
sangat bagus,1,positif
keren,1,positif
sangat puas,0,positif
nice,0,positif
mantap,1,positif
terimakasih,0,positif
good,0,positif
mantap,1,positif
bantu,1,positif
sangat suka ada promo harga kuota apk mytelkomsel sangat bantu sekali terimakasii,2,positif
sangat bagus,1,positif
sinyal,0,positif
mudah,1,positif
layan bagus mudah,2,positif
terimakasi telkomsel kamu banyak bantu urusankusukses selalu,2,positif
sangat bantu unt beli pulsa kuota,1,positif
baik,1,positif
mantap,1,positif
alhamdulillah,1,positif
cepat praktis,2,positif
bantu sekali keren pokona mah lah,2,positif
mepermudah,0,positif
aplikasi sangat bagus mudah kan ecek koutaa,2,positif
bagus,1,positif
terima kasih buat kuota gratis nya aku kasih bintang dong,5,positif
good,0,positif
telkomsel jaring bagus luas paket internet murah riah,2,positif
pulsa bang ku kasih bintang wokwowok,2,positif
apk bagus guna dalam hp android kalang masyarakat,1,positif
sangat bantu praktis,2,positif
aplikasi bagus guna kartu telkomsel,1,positif
harga kuota turunin hehe,0,positif
telkomsel memang jaring terbaikcuman boros,0,positif
mudah,1,positif
bagus,1,positif
mantap,1,positif
sangat baik,1,positif
bagus,1,positif
promo murah banget,0,positif
layan cukup baik sekali,1,positif
mantap meski jaring kadang lag,1,positif
selalu bantu,1,positif
sangat bantu,1,positif
sangat bantu,1,positif
bagus,1,positif
terimakasih konami atas kuota gratis moga makin maju moga kuota gratis gb enggak apa,2,positif
telkomsel mudah isi paket data bayar pilih ewallet telkomselindonesia,2,positif
puas,0,positif
kancangiii,0,positif
goid,0,positif
mantap,1,positif
bagus,1,positif
mantab moga makin jaya,0,positif
terus tingkat service,0,positif
oke,0,positif
the best,0,positif
mantab,1,positif
sangat baik,1,positif
sangat bantu,1,positif
mantap,1,positif
sangat muas,0,positif
mntap,0,positif
internet selalu lancar jaya,0,positif
telkomsel bagus,1,positif
bagus,1,positif
sangat bagus,1,positif
mantaf,0,positif
oke banget,0,positif
puas,0,positif
oke,0,positif
cepat akses aplikasi,1,positif
sangat baukkkkkkkkkk cuy,0,positif
bagus banyak promo,2,positif
harga paket memang murah sih yang masih jangkau,0,positif
mantap,1,positif
layan my telkomsel baik,1,positif
oke,0,positif
baik,1,positif
nice,0,positif
bagus sangat penting banget buat bisnis,2,positif
sangat baik,1,positif
terimakasih my telkomse,0,positif
nice,0,positif
mantaaaap pokkoknyaaaa,0,positif
sangat bagus,1,positif
good,0,positif
good,0,positif
kalau unlimited bagi kuota,0,positif
masalah jaring memang cukup kuattpi paket data cepat kuras checkin tiap hariia kalo punya pakettpi bagaimana my telkomsel tetap dihatisinyal full terus the best lah pokok,1,positif
sinyal simpati kecewa,0,positif
sagat bagus,1,positif
tokcer,0,positif
wow mantap baru aplikasi mantap,3,positif
mantap respons nya,1,positif
mudah cek saldo mudah daftar paket,2,positif
mantap,1,positif
promo tarik,0,positif
mantap,1,positif
mantap,1,positif
ghehehe,0,positif
mudah guna,1,positif
sukses selalu mantab,2,positif
isi paket mudah tinggal pilih,2,positif
bagus,1,positif
mantap,1,positif
terima kasih my telkomsel,2,positif
mantap pokok,1,positif
provider bagus,1,positif
sempurna,1,positif
mantap,1,positif
nice kembang karya anak bangsa,1,positif
sangat baik,1,positif
mantap,1,positif
gooodd,0,positif
sangat baik,1,positif
cukup melmbantuterimakasih,0,positif
mantap,1,positif
terima kasih tlkomasel,2,positif
oke banget,0,positif
i love telkomsel,0,positif
baik,1,positif
mantap afk moga depan nya makin bagus lah,1,positif
mantap sekali,1,positif
terima kasih tlkomsel kau selalu hati,3,positif
terimakasih sangat bantu,1,positif
terimakasih atas apk,0,positif
top,1,positif
mahal sih,0,positif
mantap,1,positif
sangat irit,1,positif
gooood apk nya sesal enggak download,0,positif
oke,0,positif
good,0,positif
mantap gue gb gratis,2,positif
good nod bad,0,positif
sangat puas,0,positif
sangat bantu untuk beli pulsa paket,1,positif
mantap,1,positif
aplikasi nya baik,1,positif
baik,1,positif
good,0,positif
sangat murah,0,positif
mantap kali aplikasi saya suka,2,positif
terlalu bagus,0,positif
aplikasi bagus mudah,2,positif
bagus,1,positif
keren sekali aplikasi sangat bantu,2,positif
mudah paham,1,positif
mantapo,0,positif
good,0,positif
telkomsel baik,1,positif
layan nya bagus cepat,2,positif
good,0,positif
biang,0,positif
bagus,1,positif
aplikasi nya mantap,1,positif
admin tlkomsel baik singal desa saya pakai lite terus desa ulak kerbau baru kec tanjung raja kab ogan ilir,1,positif
musuk,0,positif
sekarang paket paket telkomsel masuk akal enggak dulu sekarang rekom banget telkomsel paket nya joss,0,positif
good,0,positif
bagus,1,positif
mantap,1,positif
sangat percaya kasih menang sekali dalam undi undi hepi,3,positif
sangat muas,0,positif
komfir nya cepat,1,positif
baik,1,positif
baik,1,positif
bagus,1,positif
mantap lanjutkeun,1,positif
harga sesuai kualitas jaring,1,positif
sangat,0,positif
sangat muas,0,positif
sangat bermafaat,0,positif
ship mantap membntu,1,positif
i love this aplikasi,0,positif
top,1,positif
mantap,1,positif
jos,0,positif
bagus cepay,1,positif
the best,0,positif
lebih cepat,1,positif
bagus,1,positif
sangat baik responsif,2,positif
mantap,1,positif
sangat bagus,1,positif
sangat bantu,1,positif
bagus banget,1,positif
goood,0,positif
lumayan buat tambah isi dompet,1,positif
mantttttaaaaaappp,0,positif
bagus,1,positif
lebih mudah praktis,2,positif
bagusdan bantu langgan,1,positif
sangat bagus,1,positif
mudah dalam transaksi paket data,1,positif
bangussangat,0,positif
sangat terima kasih ibu bapak sekali,2,positif
sangat bagus,1,positif
nice,0,positif
kreenmantap,0,positif
telkomsel my favorit,1,positif
telkomsel selalu jadi baik,1,positif
sangat mudah cepat,2,positif
bagus,1,positif
sangat okey,0,positif
sangat bagus hindar penipuanbagi belum tau,1,positif
sangat dukung,1,positif
aplikasi hebat,1,positif
bagus,1,positif
ry,0,positif
mantap,1,positif
good,0,positif
tahun,0,positif
cakep pokomnyq,1,positif
wah,1,positif
pilih paket kuota nya lebih agam,1,positif
baik,1,positif
okok,0,positif
puas sekali pakai my telkomsel,0,positif
layan baik tampil ui halus mudah,3,positif
aplikasi nyy bgss,0,positif
sangat manfaat aplikasi,1,positif
muas,0,positif
pihak telkomsel kalau paket internetnya jangan dinaikin harga saya intip dulu mana paket data sering laris dinaikin harga lah enggak semua penguna telkomsel hidup mampu baruang,2,positif
puas,0,positif
lebih mudah the best banget,1,positif
my tlkomsel pokok nya mantap,1,positif
keren banget,1,positif
nice,0,positif
good,0,positif
mantap,1,positif
mantabbbbbbbbb,0,positif
mantap,1,positif
